dt,AverageTemperature,City,Latitude,Longitude,month,year,Average 20 years,gap1,gap2
10/1/1922,12.781,Melbourne,37.78S,144.41E,10,1922,,,
11/1/1922,14.899,Melbourne,37.78S,144.41E,11,1922,,,
12/1/1922,17.177,Melbourne,37.78S,144.41E,12,1922,,,
1/1/1923,17.62,Melbourne,37.78S,144.41E,1,1923,,,
2/1/1923,18.79,Melbourne,37.78S,144.41E,2,1923,,,
3/1/1923,16.781,Melbourne,37.78S,144.41E,3,1923,,,
4/1/1923,15.303,Melbourne,37.78S,144.41E,4,1923,,,
5/1/1923,11.399,Melbourne,37.78S,144.41E,5,1923,,,
6/1/1923,9.065,Melbourne,37.78S,144.41E,6,1923,,,
7/1/1923,8.187,Melbourne,37.78S,144.41E,7,1923,,,
8/1/1923,8.616,Melbourne,37.78S,144.41E,8,1923,,,
9/1/1923,9.909,Melbourne,37.78S,144.41E,9,1923,,,
10/1/1923,12.246,Melbourne,37.78S,144.41E,10,1923,,,
11/1/1923,13.554,Melbourne,37.78S,144.41E,11,1923,,,
12/1/1923,17.017,Melbourne,37.78S,144.41E,12,1923,,,
1/1/1924,16.73,Melbourne,37.78S,144.41E,1,1924,,,
2/1/1924,17.304,Melbourne,37.78S,144.41E,2,1924,,,
3/1/1924,16.204,Melbourne,37.78S,144.41E,3,1924,,,
4/1/1924,11.775,Melbourne,37.78S,144.41E,4,1924,,,
5/1/1924,9.857,Melbourne,37.78S,144.41E,5,1924,,,
6/1/1924,7.656,Melbourne,37.78S,144.41E,6,1924,,,
7/1/1924,7.735,Melbourne,37.78S,144.41E,7,1924,,,
8/1/1924,9.074,Melbourne,37.78S,144.41E,8,1924,,,
9/1/1924,10.646,Melbourne,37.78S,144.41E,9,1924,,,
10/1/1924,12.44,Melbourne,37.78S,144.41E,10,1924,,,
11/1/1924,14.753,Melbourne,37.78S,144.41E,11,1924,,,
12/1/1924,15.999,Melbourne,37.78S,144.41E,12,1924,,,
1/1/1925,17.932,Melbourne,37.78S,144.41E,1,1925,,,
2/1/1925,17.868,Melbourne,37.78S,144.41E,2,1925,,,
3/1/1925,16.782,Melbourne,37.78S,144.41E,3,1925,,,
4/1/1925,14.342,Melbourne,37.78S,144.41E,4,1925,,,
5/1/1925,11.288,Melbourne,37.78S,144.41E,5,1925,,,
6/1/1925,8.673,Melbourne,37.78S,144.41E,6,1925,,,
7/1/1925,7.236,Melbourne,37.78S,144.41E,7,1925,,,
8/1/1925,7.994,Melbourne,37.78S,144.41E,8,1925,,,
9/1/1925,9.475,Melbourne,37.78S,144.41E,9,1925,,,
10/1/1925,12.886,Melbourne,37.78S,144.41E,10,1925,,,
11/1/1925,14.875,Melbourne,37.78S,144.41E,11,1925,,,
12/1/1925,16.9,Melbourne,37.78S,144.41E,12,1925,,,
1/1/1926,17.131,Melbourne,37.78S,144.41E,1,1926,,,
2/1/1926,19.605,Melbourne,37.78S,144.41E,2,1926,,,
3/1/1926,18.122,Melbourne,37.78S,144.41E,3,1926,,,
4/1/1926,14.069,Melbourne,37.78S,144.41E,4,1926,,,
5/1/1926,9.965,Melbourne,37.78S,144.41E,5,1926,,,
6/1/1926,9.029,Melbourne,37.78S,144.41E,6,1926,,,
7/1/1926,8.878,Melbourne,37.78S,144.41E,7,1926,,,
8/1/1926,8.654,Melbourne,37.78S,144.41E,8,1926,,,
9/1/1926,11.71,Melbourne,37.78S,144.41E,9,1926,,,
10/1/1926,12.862,Melbourne,37.78S,144.41E,10,1926,,,
11/1/1926,14.514,Melbourne,37.78S,144.41E,11,1926,,,
12/1/1926,17.18,Melbourne,37.78S,144.41E,12,1926,,,
1/1/1927,18.912,Melbourne,37.78S,144.41E,1,1927,,,
2/1/1927,18.251,Melbourne,37.78S,144.41E,2,1927,,,
3/1/1927,16.029,Melbourne,37.78S,144.41E,3,1927,,,
4/1/1927,12.67,Melbourne,37.78S,144.41E,4,1927,,,
5/1/1927,10.227,Melbourne,37.78S,144.41E,5,1927,,,
6/1/1927,7.236,Melbourne,37.78S,144.41E,6,1927,,,
7/1/1927,7.549,Melbourne,37.78S,144.41E,7,1927,,,
8/1/1927,8.392,Melbourne,37.78S,144.41E,8,1927,,,
9/1/1927,10.353,Melbourne,37.78S,144.41E,9,1927,,,
10/1/1927,13.761,Melbourne,37.78S,144.41E,10,1927,,,
11/1/1927,16.79,Melbourne,37.78S,144.41E,11,1927,,,
12/1/1927,18.004,Melbourne,37.78S,144.41E,12,1927,,,
1/1/1928,18.375,Melbourne,37.78S,144.41E,1,1928,,,
2/1/1928,18.797,Melbourne,37.78S,144.41E,2,1928,,,
3/1/1928,18.14,Melbourne,37.78S,144.41E,3,1928,,,
4/1/1928,14.572,Melbourne,37.78S,144.41E,4,1928,,,
5/1/1928,10.232,Melbourne,37.78S,144.41E,5,1928,,,
6/1/1928,8.081,Melbourne,37.78S,144.41E,6,1928,,,
7/1/1928,8.188,Melbourne,37.78S,144.41E,7,1928,,,
8/1/1928,9.337,Melbourne,37.78S,144.41E,8,1928,,,
9/1/1928,11.932,Melbourne,37.78S,144.41E,9,1928,,,
10/1/1928,11.132,Melbourne,37.78S,144.41E,10,1928,,,
11/1/1928,14.878,Melbourne,37.78S,144.41E,11,1928,,,
12/1/1928,17.724,Melbourne,37.78S,144.41E,12,1928,,,
1/1/1929,17.867,Melbourne,37.78S,144.41E,1,1929,,,
2/1/1929,20.662,Melbourne,37.78S,144.41E,2,1929,,,
3/1/1929,16.502,Melbourne,37.78S,144.41E,3,1929,,,
4/1/1929,13.028,Melbourne,37.78S,144.41E,4,1929,,,
5/1/1929,10.419,Melbourne,37.78S,144.41E,5,1929,,,
6/1/1929,7.697,Melbourne,37.78S,144.41E,6,1929,,,
7/1/1929,6.63,Melbourne,37.78S,144.41E,7,1929,,,
8/1/1929,7.905,Melbourne,37.78S,144.41E,8,1929,,,
9/1/1929,9.56,Melbourne,37.78S,144.41E,9,1929,,,
10/1/1929,12.162,Melbourne,37.78S,144.41E,10,1929,,,
11/1/1929,13.77,Melbourne,37.78S,144.41E,11,1929,,,
12/1/1929,15.217,Melbourne,37.78S,144.41E,12,1929,,,
1/1/1930,17.871,Melbourne,37.78S,144.41E,1,1930,,,
2/1/1930,20.793,Melbourne,37.78S,144.41E,2,1930,,,
3/1/1930,17.664,Melbourne,37.78S,144.41E,3,1930,,,
4/1/1930,13.144,Melbourne,37.78S,144.41E,4,1930,,,
5/1/1930,11.061,Melbourne,37.78S,144.41E,5,1930,,,
6/1/1930,8.444,Melbourne,37.78S,144.41E,6,1930,,,
7/1/1930,8.882,Melbourne,37.78S,144.41E,7,1930,,,
8/1/1930,8.801,Melbourne,37.78S,144.41E,8,1930,,,
9/1/1930,10.524,Melbourne,37.78S,144.41E,9,1930,,,
10/1/1930,13.89,Melbourne,37.78S,144.41E,10,1930,,,
11/1/1930,14.845,Melbourne,37.78S,144.41E,11,1930,,,
12/1/1930,17.376,Melbourne,37.78S,144.41E,12,1930,,,
1/1/1931,16.435,Melbourne,37.78S,144.41E,1,1931,,,
2/1/1931,17.874,Melbourne,37.78S,144.41E,2,1931,,,
3/1/1931,16.12,Melbourne,37.78S,144.41E,3,1931,,,
4/1/1931,12.537,Melbourne,37.78S,144.41E,4,1931,,,
5/1/1931,11.492,Melbourne,37.78S,144.41E,5,1931,,,
6/1/1931,8.321,Melbourne,37.78S,144.41E,6,1931,,,
7/1/1931,7.83,Melbourne,37.78S,144.41E,7,1931,,,
8/1/1931,8.528,Melbourne,37.78S,144.41E,8,1931,,,
9/1/1931,10.194,Melbourne,37.78S,144.41E,9,1931,,,
10/1/1931,11.947,Melbourne,37.78S,144.41E,10,1931,,,
11/1/1931,14.224,Melbourne,37.78S,144.41E,11,1931,,,
12/1/1931,17.252,Melbourne,37.78S,144.41E,12,1931,,,
1/1/1932,19.553,Melbourne,37.78S,144.41E,1,1932,,,
2/1/1932,16.956,Melbourne,37.78S,144.41E,2,1932,,,
3/1/1932,16.264,Melbourne,37.78S,144.41E,3,1932,,,
4/1/1932,13.383,Melbourne,37.78S,144.41E,4,1932,,,
5/1/1932,11.206,Melbourne,37.78S,144.41E,5,1932,,,
6/1/1932,8.031,Melbourne,37.78S,144.41E,6,1932,,,
7/1/1932,7.556,Melbourne,37.78S,144.41E,7,1932,,,
8/1/1932,8.542,Melbourne,37.78S,144.41E,8,1932,,,
9/1/1932,11.223,Melbourne,37.78S,144.41E,9,1932,,,
10/1/1932,11.074,Melbourne,37.78S,144.41E,10,1932,,,
11/1/1932,15.241,Melbourne,37.78S,144.41E,11,1932,,,
12/1/1932,15.604,Melbourne,37.78S,144.41E,12,1932,,,
1/1/1933,17.156,Melbourne,37.78S,144.41E,1,1933,,,
2/1/1933,17.721,Melbourne,37.78S,144.41E,2,1933,,,
3/1/1933,16.921,Melbourne,37.78S,144.41E,3,1933,,,
4/1/1933,13.294,Melbourne,37.78S,144.41E,4,1933,,,
5/1/1933,10.445,Melbourne,37.78S,144.41E,5,1933,,,
6/1/1933,9.145,Melbourne,37.78S,144.41E,6,1933,,,
7/1/1933,7.93,Melbourne,37.78S,144.41E,7,1933,,,
8/1/1933,7.821,Melbourne,37.78S,144.41E,8,1933,,,
9/1/1933,10.448,Melbourne,37.78S,144.41E,9,1933,,,
10/1/1933,13.597,Melbourne,37.78S,144.41E,10,1933,,,
11/1/1933,15.259,Melbourne,37.78S,144.41E,11,1933,,,
12/1/1933,16.942,Melbourne,37.78S,144.41E,12,1933,,,
1/1/1934,19.259,Melbourne,37.78S,144.41E,1,1934,,,
2/1/1934,19.192,Melbourne,37.78S,144.41E,2,1934,,,
3/1/1934,19.798,Melbourne,37.78S,144.41E,3,1934,,,
4/1/1934,13.068,Melbourne,37.78S,144.41E,4,1934,,,
5/1/1934,11.451,Melbourne,37.78S,144.41E,5,1934,,,
6/1/1934,8.005,Melbourne,37.78S,144.41E,6,1934,,,
7/1/1934,8.814,Melbourne,37.78S,144.41E,7,1934,,,
8/1/1934,9.096,Melbourne,37.78S,144.41E,8,1934,,,
9/1/1934,10.773,Melbourne,37.78S,144.41E,9,1934,,,
10/1/1934,11.907,Melbourne,37.78S,144.41E,10,1934,,,
11/1/1934,15.14,Melbourne,37.78S,144.41E,11,1934,,,
12/1/1934,16.571,Melbourne,37.78S,144.41E,12,1934,,,
1/1/1935,17.392,Melbourne,37.78S,144.41E,1,1935,,,
2/1/1935,18.061,Melbourne,37.78S,144.41E,2,1935,,,
3/1/1935,15.982,Melbourne,37.78S,144.41E,3,1935,,,
4/1/1935,13.496,Melbourne,37.78S,144.41E,4,1935,,,
5/1/1935,9.846,Melbourne,37.78S,144.41E,5,1935,,,
6/1/1935,8.459,Melbourne,37.78S,144.41E,6,1935,,,
7/1/1935,8.02,Melbourne,37.78S,144.41E,7,1935,,,
8/1/1935,9.793,Melbourne,37.78S,144.41E,8,1935,,,
9/1/1935,10.601,Melbourne,37.78S,144.41E,9,1935,,,
10/1/1935,12.561,Melbourne,37.78S,144.41E,10,1935,,,
11/1/1935,14.581,Melbourne,37.78S,144.41E,11,1935,,,
12/1/1935,17.429,Melbourne,37.78S,144.41E,12,1935,,,
1/1/1936,19.007,Melbourne,37.78S,144.41E,1,1936,,,
2/1/1936,19.205,Melbourne,37.78S,144.41E,2,1936,,,
3/1/1936,18.691,Melbourne,37.78S,144.41E,3,1936,,,
4/1/1936,12.428,Melbourne,37.78S,144.41E,4,1936,,,
5/1/1936,10.825,Melbourne,37.78S,144.41E,5,1936,,,
6/1/1936,8.055,Melbourne,37.78S,144.41E,6,1936,,,
7/1/1936,8.072,Melbourne,37.78S,144.41E,7,1936,,,
8/1/1936,9.271,Melbourne,37.78S,144.41E,8,1936,,,
9/1/1936,9.479,Melbourne,37.78S,144.41E,9,1936,,,
10/1/1936,12.281,Melbourne,37.78S,144.41E,10,1936,,,
11/1/1936,14.242,Melbourne,37.78S,144.41E,11,1936,,,
12/1/1936,17.529,Melbourne,37.78S,144.41E,12,1936,,,
1/1/1937,16.806,Melbourne,37.78S,144.41E,1,1937,,,
2/1/1937,19.112,Melbourne,37.78S,144.41E,2,1937,,,
3/1/1937,17.641,Melbourne,37.78S,144.41E,3,1937,,,
4/1/1937,13.001,Melbourne,37.78S,144.41E,4,1937,,,
5/1/1937,10.958,Melbourne,37.78S,144.41E,5,1937,,,
6/1/1937,7.465,Melbourne,37.78S,144.41E,6,1937,,,
7/1/1937,7.574,Melbourne,37.78S,144.41E,7,1937,,,
8/1/1937,10.071,Melbourne,37.78S,144.41E,8,1937,,,
9/1/1937,11.23,Melbourne,37.78S,144.41E,9,1937,,,
10/1/1937,13.745,Melbourne,37.78S,144.41E,10,1937,,,
11/1/1937,16.742,Melbourne,37.78S,144.41E,11,1937,,,
12/1/1937,17.07,Melbourne,37.78S,144.41E,12,1937,,,
1/1/1938,18.677,Melbourne,37.78S,144.41E,1,1938,,,
2/1/1938,18.411,Melbourne,37.78S,144.41E,2,1938,,,
3/1/1938,17.877,Melbourne,37.78S,144.41E,3,1938,,,
4/1/1938,15.11,Melbourne,37.78S,144.41E,4,1938,,,
5/1/1938,12.365,Melbourne,37.78S,144.41E,5,1938,,,
6/1/1938,8.164,Melbourne,37.78S,144.41E,6,1938,,,
7/1/1938,7.613,Melbourne,37.78S,144.41E,7,1938,,,
8/1/1938,8.799,Melbourne,37.78S,144.41E,8,1938,,,
9/1/1938,10.821,Melbourne,37.78S,144.41E,9,1938,,,
10/1/1938,13.867,Melbourne,37.78S,144.41E,10,1938,,,
11/1/1938,16.504,Melbourne,37.78S,144.41E,11,1938,,,
12/1/1938,16.931,Melbourne,37.78S,144.41E,12,1938,,,
1/1/1939,20.566,Melbourne,37.78S,144.41E,1,1939,,,
2/1/1939,19.907,Melbourne,37.78S,144.41E,2,1939,,,
3/1/1939,17.363,Melbourne,37.78S,144.41E,3,1939,,,
4/1/1939,14.304,Melbourne,37.78S,144.41E,4,1939,,,
5/1/1939,12.108,Melbourne,37.78S,144.41E,5,1939,,,
6/1/1939,8.865,Melbourne,37.78S,144.41E,6,1939,,,
7/1/1939,6.94,Melbourne,37.78S,144.41E,7,1939,,,
8/1/1939,8.7,Melbourne,37.78S,144.41E,8,1939,,,
9/1/1939,10.354,Melbourne,37.78S,144.41E,9,1939,,,
10/1/1939,12.246,Melbourne,37.78S,144.41E,10,1939,,,
11/1/1939,14.145,Melbourne,37.78S,144.41E,11,1939,,,
12/1/1939,15.402,Melbourne,37.78S,144.41E,12,1939,,,
1/1/1940,18.036,Melbourne,37.78S,144.41E,1,1940,,,
2/1/1940,16.97,Melbourne,37.78S,144.41E,2,1940,,,
3/1/1940,19.412,Melbourne,37.78S,144.41E,3,1940,,,
4/1/1940,12.726,Melbourne,37.78S,144.41E,4,1940,,,
5/1/1940,9.846,Melbourne,37.78S,144.41E,5,1940,,,
6/1/1940,8.33,Melbourne,37.78S,144.41E,6,1940,,,
7/1/1940,8.469,Melbourne,37.78S,144.41E,7,1940,,,
8/1/1940,8.971,Melbourne,37.78S,144.41E,8,1940,,,
9/1/1940,11.071,Melbourne,37.78S,144.41E,9,1940,,,
10/1/1940,14.388,Melbourne,37.78S,144.41E,10,1940,,,
11/1/1940,14.01,Melbourne,37.78S,144.41E,11,1940,,,
12/1/1940,18.06,Melbourne,37.78S,144.41E,12,1940,,,
1/1/1941,17.796,Melbourne,37.78S,144.41E,1,1941,,,
2/1/1941,18.172,Melbourne,37.78S,144.41E,2,1941,,,
3/1/1941,15.781,Melbourne,37.78S,144.41E,3,1941,,,
4/1/1941,15.08,Melbourne,37.78S,144.41E,4,1941,,,
5/1/1941,10.754,Melbourne,37.78S,144.41E,5,1941,,,
6/1/1941,8.778,Melbourne,37.78S,144.41E,6,1941,,,
7/1/1941,8.204,Melbourne,37.78S,144.41E,7,1941,,,
8/1/1941,8.995,Melbourne,37.78S,144.41E,8,1941,,,
9/1/1941,10.4,Melbourne,37.78S,144.41E,9,1941,,,
10/1/1941,11.176,Melbourne,37.78S,144.41E,10,1941,,,
11/1/1941,15.231,Melbourne,37.78S,144.41E,11,1941,,,
12/1/1941,17.547,Melbourne,37.78S,144.41E,12,1941,,,
1/1/1942,18.782,Melbourne,37.78S,144.41E,1,1942,,,
2/1/1942,18.753,Melbourne,37.78S,144.41E,2,1942,,,
3/1/1942,17.613,Melbourne,37.78S,144.41E,3,1942,,,
4/1/1942,13.459,Melbourne,37.78S,144.41E,4,1942,,,
5/1/1942,11.679,Melbourne,37.78S,144.41E,5,1942,,,
6/1/1942,9.031,Melbourne,37.78S,144.41E,6,1942,,,
7/1/1942,7.963,Melbourne,37.78S,144.41E,7,1942,,,
8/1/1942,9.427,Melbourne,37.78S,144.41E,8,1942,,,
9/1/1942,11.136,Melbourne,37.78S,144.41E,9,1942,,,
10/1/1942,12.947,Melbourne,37.78S,144.41E,10,1942,,,
11/1/1942,15.16,Melbourne,37.78S,144.41E,11,1942,,,
12/1/1942,18.378,Melbourne,37.78S,144.41E,12,1942,,,
1/1/1943,19.455,Melbourne,37.78S,144.41E,1,1943,,,
2/1/1943,18.189,Melbourne,37.78S,144.41E,2,1943,,,
3/1/1943,17.281,Melbourne,37.78S,144.41E,3,1943,,,
4/1/1943,12.17,Melbourne,37.78S,144.41E,4,1943,,,
5/1/1943,9.843,Melbourne,37.78S,144.41E,5,1943,,,
6/1/1943,7.733,Melbourne,37.78S,144.41E,6,1943,,,
7/1/1943,7.73,Melbourne,37.78S,144.41E,7,1943,,,
8/1/1943,7.415,Melbourne,37.78S,144.41E,8,1943,,,
9/1/1943,10.067,Melbourne,37.78S,144.41E,9,1943,,,
10/1/1943,11.72,Melbourne,37.78S,144.41E,10,1943,,,
11/1/1943,14.361,Melbourne,37.78S,144.41E,11,1943,,,
12/1/1943,16.217,Melbourne,37.78S,144.41E,12,1943,,,
1/1/1944,19.15,Melbourne,37.78S,144.41E,1,1944,,,
2/1/1944,17.895,Melbourne,37.78S,144.41E,2,1944,,,
3/1/1944,17.522,Melbourne,37.78S,144.41E,3,1944,,,
4/1/1944,11.607,Melbourne,37.78S,144.41E,4,1944,,,
5/1/1944,10.34,Melbourne,37.78S,144.41E,5,1944,,,
6/1/1944,7.842,Melbourne,37.78S,144.41E,6,1944,,,
7/1/1944,7.441,Melbourne,37.78S,144.41E,7,1944,,,
8/1/1944,8.073,Melbourne,37.78S,144.41E,8,1944,,,
9/1/1944,11.496,Melbourne,37.78S,144.41E,9,1944,,,
10/1/1944,12.886,Melbourne,37.78S,144.41E,10,1944,,,
11/1/1944,15.378,Melbourne,37.78S,144.41E,11,1944,,,
12/1/1944,16.915,Melbourne,37.78S,144.41E,12,1944,,,
1/1/1945,18.072,Melbourne,37.78S,144.41E,1,1945,,,
2/1/1945,17.088,Melbourne,37.78S,144.41E,2,1945,,,
3/1/1945,14.856,Melbourne,37.78S,144.41E,3,1945,,,
4/1/1945,12.891,Melbourne,37.78S,144.41E,4,1945,,,
5/1/1945,10.539,Melbourne,37.78S,144.41E,5,1945,,,
6/1/1945,9.534,Melbourne,37.78S,144.41E,6,1945,,,
7/1/1945,7.05,Melbourne,37.78S,144.41E,7,1945,,,
8/1/1945,9.653,Melbourne,37.78S,144.41E,8,1945,,,
9/1/1945,10.088,Melbourne,37.78S,144.41E,9,1945,,,
10/1/1945,12.422,Melbourne,37.78S,144.41E,10,1945,,,
11/1/1945,15.779,Melbourne,37.78S,144.41E,11,1945,,,
12/1/1945,18.079,Melbourne,37.78S,144.41E,12,1945,,,
1/1/1946,19.135,Melbourne,37.78S,144.41E,1,1946,,,
2/1/1946,17.667,Melbourne,37.78S,144.41E,2,1946,,,
3/1/1946,15.661,Melbourne,37.78S,144.41E,3,1946,,,
4/1/1946,12.026,Melbourne,37.78S,144.41E,4,1946,,,
5/1/1946,10.345,Melbourne,37.78S,144.41E,5,1946,,,
6/1/1946,7.593,Melbourne,37.78S,144.41E,6,1946,,,
7/1/1946,8.684,Melbourne,37.78S,144.41E,7,1946,,,
8/1/1946,8.396,Melbourne,37.78S,144.41E,8,1946,,,
9/1/1946,9.722,Melbourne,37.78S,144.41E,9,1946,,,
10/1/1946,10.625,Melbourne,37.78S,144.41E,10,1946,,,
11/1/1946,14.695,Melbourne,37.78S,144.41E,11,1946,,,
12/1/1946,17.019,Melbourne,37.78S,144.41E,12,1946,,,
1/1/1947,18.704,Melbourne,37.78S,144.41E,1,1947,,,
2/1/1947,20.977,Melbourne,37.78S,144.41E,2,1947,,,
3/1/1947,17.184,Melbourne,37.78S,144.41E,3,1947,,,
4/1/1947,14.057,Melbourne,37.78S,144.41E,4,1947,,,
5/1/1947,12.505,Melbourne,37.78S,144.41E,5,1947,,,
6/1/1947,8.914,Melbourne,37.78S,144.41E,6,1947,,,
7/1/1947,8.191,Melbourne,37.78S,144.41E,7,1947,,,
8/1/1947,8.127,Melbourne,37.78S,144.41E,8,1947,,,
9/1/1947,10.452,Melbourne,37.78S,144.41E,9,1947,,,
10/1/1947,12.027,Melbourne,37.78S,144.41E,10,1947,,,
11/1/1947,13.66,Melbourne,37.78S,144.41E,11,1947,,,
12/1/1947,16.851,Melbourne,37.78S,144.41E,12,1947,,,
1/1/1948,17.667,Melbourne,37.78S,144.41E,1,1948,,,
2/1/1948,19.292,Melbourne,37.78S,144.41E,2,1948,,,
3/1/1948,14.722,Melbourne,37.78S,144.41E,3,1948,,,
4/1/1948,13.358,Melbourne,37.78S,144.41E,4,1948,,,
5/1/1948,10.175,Melbourne,37.78S,144.41E,5,1948,,,
6/1/1948,8.149,Melbourne,37.78S,144.41E,6,1948,,,
7/1/1948,7.281,Melbourne,37.78S,144.41E,7,1948,,,
8/1/1948,9.347,Melbourne,37.78S,144.41E,8,1948,,,
9/1/1948,11.323,Melbourne,37.78S,144.41E,9,1948,,,
10/1/1948,11.454,Melbourne,37.78S,144.41E,10,1948,,,
11/1/1948,13.948,Melbourne,37.78S,144.41E,11,1948,,,
12/1/1948,17.035,Melbourne,37.78S,144.41E,12,1948,,,
1/1/1949,18.188,Melbourne,37.78S,144.41E,1,1949,,,
2/1/1949,16.238,Melbourne,37.78S,144.41E,2,1949,,,
3/1/1949,16.244,Melbourne,37.78S,144.41E,3,1949,,,
4/1/1949,12.243,Melbourne,37.78S,144.41E,4,1949,,,
5/1/1949,9.857,Melbourne,37.78S,144.41E,5,1949,,,
6/1/1949,7.097,Melbourne,37.78S,144.41E,6,1949,,,
7/1/1949,8.251,Melbourne,37.78S,144.41E,7,1949,,,
8/1/1949,8.746,Melbourne,37.78S,144.41E,8,1949,,,
9/1/1949,10.39,Melbourne,37.78S,144.41E,9,1949,,,
10/1/1949,12.305,Melbourne,37.78S,144.41E,10,1949,,,
11/1/1949,14.329,Melbourne,37.78S,144.41E,11,1949,,,
12/1/1949,15.202,Melbourne,37.78S,144.41E,12,1949,,,
1/1/1950,17.335,Melbourne,37.78S,144.41E,1,1950,,,
2/1/1950,17.98,Melbourne,37.78S,144.41E,2,1950,,,
3/1/1950,16.769,Melbourne,37.78S,144.41E,3,1950,,,
4/1/1950,13.641,Melbourne,37.78S,144.41E,4,1950,,,
5/1/1950,10.472,Melbourne,37.78S,144.41E,5,1950,,,
6/1/1950,7.962,Melbourne,37.78S,144.41E,6,1950,,,
7/1/1950,8.561,Melbourne,37.78S,144.41E,7,1950,,,
8/1/1950,9.086,Melbourne,37.78S,144.41E,8,1950,,,
9/1/1950,11.693,Melbourne,37.78S,144.41E,9,1950,,,
10/1/1950,13.194,Melbourne,37.78S,144.41E,10,1950,,,
11/1/1950,15.358,Melbourne,37.78S,144.41E,11,1950,,,
12/1/1950,18.986,Melbourne,37.78S,144.41E,12,1950,,,
1/1/1951,21.629,Melbourne,37.78S,144.41E,1,1951,,,
2/1/1951,20.189,Melbourne,37.78S,144.41E,2,1951,,,
3/1/1951,18.467,Melbourne,37.78S,144.41E,3,1951,,,
4/1/1951,11.667,Melbourne,37.78S,144.41E,4,1951,,,
5/1/1951,10.625,Melbourne,37.78S,144.41E,5,1951,,,
6/1/1951,9.469,Melbourne,37.78S,144.41E,6,1951,,,
7/1/1951,7.963,Melbourne,37.78S,144.41E,7,1951,,,
8/1/1951,7.894,Melbourne,37.78S,144.41E,8,1951,,,
9/1/1951,11.386,Melbourne,37.78S,144.41E,9,1951,,,
10/1/1951,12.507,Melbourne,37.78S,144.41E,10,1951,,,
11/1/1951,14.097,Melbourne,37.78S,144.41E,11,1951,,,
12/1/1951,16.784,Melbourne,37.78S,144.41E,12,1951,,,
1/1/1952,18.371,Melbourne,37.78S,144.41E,1,1952,,,
2/1/1952,17.239,Melbourne,37.78S,144.41E,2,1952,,,
3/1/1952,17.941,Melbourne,37.78S,144.41E,3,1952,,,
4/1/1952,12.713,Melbourne,37.78S,144.41E,4,1952,,,
5/1/1952,10.225,Melbourne,37.78S,144.41E,5,1952,,,
6/1/1952,9.204,Melbourne,37.78S,144.41E,6,1952,,,
7/1/1952,7.22,Melbourne,37.78S,144.41E,7,1952,,,
8/1/1952,8.723,Melbourne,37.78S,144.41E,8,1952,,,
9/1/1952,10.912,Melbourne,37.78S,144.41E,9,1952,,,
10/1/1952,12.267,Melbourne,37.78S,144.41E,10,1952,,,
11/1/1952,13.905,Melbourne,37.78S,144.41E,11,1952,,,
12/1/1952,16.511,Melbourne,37.78S,144.41E,12,1952,,,
1/1/1953,18.496,Melbourne,37.78S,144.41E,1,1953,,,
2/1/1953,18.948,Melbourne,37.78S,144.41E,2,1953,,,
3/1/1953,18.113,Melbourne,37.78S,144.41E,3,1953,,,
4/1/1953,14.512,Melbourne,37.78S,144.41E,4,1953,,,
5/1/1953,11.533,Melbourne,37.78S,144.41E,5,1953,,,
6/1/1953,8.507,Melbourne,37.78S,144.41E,6,1953,,,
7/1/1953,8.053,Melbourne,37.78S,144.41E,7,1953,,,
8/1/1953,8.544,Melbourne,37.78S,144.41E,8,1953,,,
9/1/1953,10.279,Melbourne,37.78S,144.41E,9,1953,,,
10/1/1953,12.253,Melbourne,37.78S,144.41E,10,1953,,,
11/1/1953,13.925,Melbourne,37.78S,144.41E,11,1953,,,
12/1/1953,16.519,Melbourne,37.78S,144.41E,12,1953,,,
1/1/1954,20.228,Melbourne,37.78S,144.41E,1,1954,,,
2/1/1954,17.006,Melbourne,37.78S,144.41E,2,1954,,,
3/1/1954,16.1,Melbourne,37.78S,144.41E,3,1954,,,
4/1/1954,14.4,Melbourne,37.78S,144.41E,4,1954,,,
5/1/1954,10.821,Melbourne,37.78S,144.41E,5,1954,,,
6/1/1954,8.783,Melbourne,37.78S,144.41E,6,1954,,,
7/1/1954,7.828,Melbourne,37.78S,144.41E,7,1954,,,
8/1/1954,9.095,Melbourne,37.78S,144.41E,8,1954,,,
9/1/1954,10.679,Melbourne,37.78S,144.41E,9,1954,,,
10/1/1954,12.767,Melbourne,37.78S,144.41E,10,1954,,,
11/1/1954,14.445,Melbourne,37.78S,144.41E,11,1954,,,
12/1/1954,17.696,Melbourne,37.78S,144.41E,12,1954,,,
1/1/1955,19.375,Melbourne,37.78S,144.41E,1,1955,,,
2/1/1955,19.535,Melbourne,37.78S,144.41E,2,1955,,,
3/1/1955,17.141,Melbourne,37.78S,144.41E,3,1955,,,
4/1/1955,13.657,Melbourne,37.78S,144.41E,4,1955,,,
5/1/1955,10.024,Melbourne,37.78S,144.41E,5,1955,,,
6/1/1955,8.107,Melbourne,37.78S,144.41E,6,1955,,,
7/1/1955,7.941,Melbourne,37.78S,144.41E,7,1955,,,
8/1/1955,9.32,Melbourne,37.78S,144.41E,8,1955,,,
9/1/1955,11.214,Melbourne,37.78S,144.41E,9,1955,,,
10/1/1955,12.777,Melbourne,37.78S,144.41E,10,1955,,,
11/1/1955,13.366,Melbourne,37.78S,144.41E,11,1955,,,
